"store","product","stock","receipt","sales","stockout"
"B","Yam",4.2,3.3,4.9,"1"
"B","Onion",46.2,101.7,61.8,"0"
"B","Tomato",44.7,96.5,86.9,"0"
"B","Carrot",0,18.3,40.2,"1"
"C","Potato",25.3,59.3,81.6,"0"
"C","Yam",1.8,3,4.2,"0"
"C","Onion",19.6,34.3,58.9,"0"
"C","Carrot",31.8,37.2,41.7,"0"
"D","Potato",171.9,94.5,76.1,"0"
"D","Yam",8,2.4,5.6,"0"
"D","Onion",160.5,104.2,47.2,"0"
"D","Carrot",66.6,2.4,17.7,"0"
"A","Potato",19.7,72.2,122.9,"0"
"A","Yam",1.2,6.1,7.6,"1"
"A","Tomato",1,76.1,75.6,"1"
"A","Carrot",1.2,44.1,42.9,"1"
"B","Onion",103.8,159.2,101.6,"0"
"B","Tomato",11.2,80.9,116.2,"0"
"C","Potato",14.6,91.4,103.3,"0"
"C","Yam",0.6,4.5,5.7,"1"
"C","Onion",63.2,117,73.4,"0"
"C","Tomato",14.5,69,71.2,"0"
"C","Carrot",14.7,23.1,42,"0"
"D","Yam",2.4,0,5.6,"0"
"D","Onion",42.7,-3.9,115,"0"
"D","Tomato",17.2,-1.8,98.2,"0"
"D","Carrot",5.4,-10.2,51,"0"
"A","Potato",0.8,96.2,115.1,"1"
"A","Yam",0.6,6.2,6.8,"1"
"A","Tomato",0,72,73.9,"1"
"A","Carrot",0.544,35.56,36.216,"1"
"B","Yam",6.7,10.2,6.2,"0"
"B","Tomato",118.6,217.9,111.4,"0"
"C","Onion",108.1,123.7,78.8,"0"
"C","Tomato",58.2,125.6,82.8,"0"
"C","Carrot",18.816,55.416,53.7,"1"
"D","Yam",0.6,5.8,7.6,"1"
"D","Onion",89,117,73.5,"0"
"D","Tomato",0,58.5,75.7,"1"
"D","Carrot",0.816,34.416,40.2,"1"
"A","Yam",1.4,7.2,6.8,"1"
"B","Potato",0.9,96.3,96.3,"1"
"A","Yam",0,1,6,"1"
"D","Yam",9,0,12,"1"
"D","Potato",0,1,10.6,"1"
"B","Tomato",2.8,105,104.9,"1"
"B","Carrot",8.5,34.5,32.7,"1"
"C","Carrot",2.7,12,16.8,"1"
"C","Onion",0,22.8,26.8,"1"
"D","Carrot",43.5,0,70.2,"1"
"C","Yam",4.4,5.4,4.1,"1"
"C","Potato",27,134,117,"1"
"D","Potato",0,8.8,9.6,"1"
"C","Carrot",15.2,57.9,52.4,"1"
"B","Tomato",9.4,99.5,106.3,"1"
"C","Yam",1.1,1.1,3.1,"1"
"D","Carrot",8.1,35,47.6,"1"
"A","Onion",3,13,10,"1"
"A","Yam",9,10,11,"1"
"C","Tomato",1.5,22,20.5,"1"
"A","Potato",0,71.2,86.6,"1"
"A","Tomato",20.6,45.1,45.6,"1"
"C","Carrot",26,82.4,73.6,"1"
"C","Onion",0,11.8,15.6,"1"
"C","Yam",0,-0.3,7.2,"1"
"C","Yam",0.72,0,1.82,"1"
"C","Yam",5.5,0,3.3,"1"
"D","Carrot",0,5,5,"1"
"D","Tomato",55.5,69,43.7,"1"
"C","Onion",29.5,44.2,27.2,"1"
"C","Tomato",2,14.6,12.6,"1"
"B","Tomato",1.8,0,29,"1"
"C","Potato",0,21.8,21.8,"1"
"D","Potato",33.6,33.6,51.3,"1"
"A","Carrot",4.08,3.8,11.116,"1"
"D","Tomato",7.2,79,84.2,"1"
"B","Yam",5.5,1.9,7.3,"1"
"C","Yam",3.6,4.64,5.7,"1"
"B","Potato",0,108,109,"1"
"C","Potato",78,133.1,108.4,"1"
"B","Carrot",28.5,54,36.7,"1"
"B","Carrot",72,80.1,67.8,"1"
"C","Carrot",15.2,57.9,52.4,"1"
"B","Onion",0.8,40.4,55.5,"1"
"C","Tomato",10,33.5,60,"1"
"C","Potato",102.5,193.6,94,"1"
"C","Carrot",2,23,21,"1"
"A","Carrot",19,-3,15,"1"
"A","Carrot",0,79.2,90.9,"1"
"C","Tomato",2,23.5,26.5,"1"
"A","Carrot",62.7,54,57.2,"1"
"D","Yam",2,2,8.12,"1"
"B","Carrot",6.7,19.7,19.7,"1"
"D","Potato",4,28.8,42.4,"1"
"C","Potato",0,0,0,"1"
"A","Tomato",17.8,45,48.5,"1"
"D","Onion",18.2,21,32.2,"1"
"D","Yam",0,11.4,13.8,"1"
"C","Potato",0,62.6,63.6,"1"
"B","Carrot",79.2,213.9,156.3,"1"
"B","Potato",0,108,109,"1"
"A","Yam",1,-3.54,9.46,"1"
"C","Tomato",0.4,9.9,10.4,"1"
"B","Yam",8.16,3.88,5.02,"1"
"C","Carrot",0,32.7,35.5,"1"
"B","Carrot",3.6,86.1,83.7,"1"
"C","Yam",5.5,0,3.3,"1"
"A","Onion",35,-1.4,26.6,"1"
"C","Yam",0,6.4,6.4,"1"
"C","Potato",84,66,57.6,"1"
"C","Onion",3,4,7,"1"
"C","Carrot",6.3,23.4,17.1,"1"
"C","Onion",1.5,20.5,19,"1"
"D","Carrot",0,-2.8,31.7,"1"
"A","Carrot",0,5.1,7.8,"1"
"D","Potato",66.4,77.8,30.3,"1"
"C","Yam",3.3,2.2,12.1,"1"
"A","Carrot",12.6,15.3,10.8,"1"
"D","Potato",0,30.6,33.4,"1"
"C","Potato",1,31.3,60.1,"1"
"D","Potato",48.6,33.9,50.5,"1"
"D","Carrot",0,35.8,35.8,"1"
"D","Yam",0,3,7,"1"
"B","Yam",1.1,1.88,3.3,"1"
"C","Potato",0,0,1.8,"1"
"C","Tomato",24.6,84.3,70.5,"1"
"A","Onion",7,14,12.6,"1"
"D","Onion",33.6,32.2,32.2,"1"
"C","Yam",12,3.9,8.3,"1"
"B","Yam",5.5,5.6,8.5,"1"
"A","Yam",14.26,7.54,7.32,"1"
"D","Potato",199.2,199.2,196.8,"1"
"C","Carrot",0.9,11.9,12,"1"
"A","Onion",0,17.3,20.3,"1"
"C","Onion",0.8,16.8,20.6,"1"
"D","Tomato",18.8,54.5,98.6,"1"
"C","Carrot",9,102.3,114,"1"
"C","Yam",1.1,2.2,3.26,"1"
"B","Tomato",32.1,62.4,58.4,"1"
"B","Onion",5.6,10.4,14.4,"1"
"A","Yam",0,8,9,"1"
"B","Potato",69,139.2,90.6,"1"
"D","Carrot",22,28,20,"1"
"D","Yam",0,1.1,3.3,"1"
"D","Tomato",55.5,69,43.7,"1"
"D","Onion",3,7.2,9.8,"1"
"A","Potato",0,0,0,"1"
"D","Potato",1.8,-3.3,52.5,"1"
"A","Tomato",0.9,0,94,"1"
"B","Carrot",145.2,142.8,209.7,"1"
"D","Potato",0,0,0,"1"
"C","Carrot",84,195,112.2,"1"
"A","Yam",6.6,-5.6,5.1,"1"
"C","Tomato",8,33.8,53.1,"1"
"C","Yam",0,2.3,5.3,"1"
"A","Potato",2.4,48,52,"1"
"D","Tomato",7,-1.8,48,"1"
"B","Yam",7,-3.7,4.7,"1"
"C","Potato",0,0,0,"1"
"D","Onion",0,4,7,"1"
"C","Yam",8.4,0.12,3.3,"1"
"B","Yam",1.1,-1.44,6.52,"1"
"A","Carrot",12.6,110.7,135.6,"1"
"B","Onion",0.8,40.4,55.5,"1"
"D","Yam",2,-1,4.9,"1"
"C","Tomato",0.4,9.9,10.4,"1"
"C","Potato",0,12.6,37.2,"1"
"D","Yam",1.1,7.2,8.1,"1"
"A","Potato",0,13.5,13.5,"1"
"D","Yam",22,15,5.2,"1"
"D","Carrot",7.5,32.3,30.6,"1"
"D","Onion",0,8,11,"1"
"C","Potato",0,13.5,13.5,"1"
"C","Carrot",84,195,112.2,"1"
"D","Onion",7,13,9.8,"1"
"D","Onion",1,13,14,"1"
"C","Tomato",2,14.6,12.6,"1"
"C","Carrot",26.4,65,55.4,"1"
"C","Potato",0.7,-0.5,0,"1"
"D","Onion",4,1.6,15.2,"1"
"D","Onion",8.8,-2.2,14.3,"1"
"A","Yam",0,3.8,3.8,"1"
"D","Carrot",0,3.6,20.4,"1"
"B","Yam",6,3.2,7.3,"1"
"C","Onion",3,3.8,5.8,"1"
"C","Tomato",2.8,0,1.8,"1"
"D","Carrot",16.8,101.4,126.6,"1"
"B","Potato",196,155.3,98.3,"1"
"D","Yam",3,6.1,6.1,"1"
"C","Carrot",0,5.4,5.4,"1"
"B","Yam",3,6,12.5,"1"
"C","Tomato",26,-9.7,6.5,"1"
"C","Onion",5.5,3.2,27.7,"1"
"B","Potato",6.4,40.9,35.3,"1"
"D","Potato",0,8.8,9.6,"1"
"C","Onion",2,32,43.5,"1"
"B","Potato",0.8,32.3,35,"1"
"A","Tomato",49,104.7,57.1,"1"
"C","Carrot",15.6,78.8,67.7,"1"
"B","Carrot",3.6,53.2,61.8,"1"
"C","Onion",11,16,17,"1"
"D","Onion",7,2.4,4,"1"
"B","Carrot",0,53.2,66.5,"1"
"A","Yam",1,4,3.7,"1"
"D","Onion",3,7.2,9.8,"1"
"D","Tomato",13.1,0,77.7,"1"
"C","Potato",84,66,57.6,"1"
"D","Tomato",4,92.5,89.4,"1"
"C","Potato",3.2,81.2,112.6,"1"
"B","Onion",0.8,33,53.8,"1"
"B","Carrot",182.4,324.9,147.9,"1"
"A","Yam",4.4,1.82,3.64,"1"
"B","Potato",-13,6.5,32.6,"1"
"C","Yam",5.5,0,1,"1"
"B","Onion",50.4,85.4,54.8,"1"
"C","Tomato",4.3,22.9,22.4,"1"
"B","Yam",22,15.5,6.4,"1"
"D","Carrot",174,128.7,107.1,"1"
"C","Carrot",0.9,8.9,17.6,"1"
"D","Potato",0,7.6,7.6,"1"
"A","Potato",0,0,0,"1"
"D","Onion",2,23.6,23.6,"1"
"C","Onion",0,4.1,18.6,"1"
"D","Carrot",0,24,26.7,"1"
"C","Tomato",40.2,63.6,85.8,"1"
"C","Carrot",2.7,0,17.1,"1"
"D","Potato",0,0,0,"1"
"B","Carrot",7.6,18,25.5,"1"
"C","Yam",0,8,8,"1"
"C","Potato",0,13.6,16.8,"1"
"A","Tomato",12.6,54,83,"1"
"B","Potato",0,88,88,"1"
"C","Onion",0,11.8,15.6,"1"
"A","Onion",1,8,12.2,"1"
"D","Potato",8,44.8,50.4,"1"
"A","Onion",0,18.6,29,"1"
"C","Onion",0,18.8,20.2,"1"
"C","Tomato",8.8,58.7,67.9,"1"
"D","Potato",0,28,65,"1"
"C","Carrot",6,-2,29.5,"1"
"C","Onion",4.5,7.7,31.3,"1"
"A","Potato",28.8,48.5,64.9,"1"
"B","Carrot",0,24.7,25.6,"1"
"D","Potato",0.8,0,102,"1"
"C","Onion",0,16.2,16.2,"1"
"D","Onion",29.3,40.6,35.2,"1"
"D","Tomato",12.5,103.4,92.7,"1"
"B","Carrot",0,8.1,18,"1"
"A","Yam",6,6.4,1.4,"1"
"B","Carrot",0,43,43.5,"1"
"C","Carrot",9,102.3,114,"1"
"A","Tomato",4,10.2,23.9,"1"
"A","Onion",22,31.9,30.4,"1"
"D","Potato",0,0,0,"1"
"B","Tomato",72.1,119.7,67.5,"1"
"C","Onion",5,24.3,27.3,"1"
"A","Potato",0,99.3,203.4,"1"
"C","Onion",30.8,10,13.1,"1"
"D","Yam",9.6,9,9.8,"1"
"C","Tomato",84.1,126.4,93,"1"
"C","Yam",3.3,2.2,12.1,"1"
"C","Carrot",5.984,-1.632,11.944,"1"
"A","Carrot",1,23.8,22.8,"1"
"D","Carrot",1,41.6,44.5,"1"
"B","Tomato",27.3,5.5,12.3,"1"
"A","Potato",0,0,51.6,"1"
"D","Yam",1,-2,0,"1"
"C","Tomato",0,27.7,30.7,"1"
"C","Tomato",0,53.2,66.6,"1"
"C","Tomato",63.6,25.6,90.6,"1"
"B","Potato",0,-2.1,47.4,"1"
"B","Potato",72,86.2,93.7,"1"
"D","Potato",0.5,5.4,6.9,"1"
"D","Carrot",14,28,19.8,"1"
"C","Onion",4.1,31.9,29.9,"1"
"A","Potato",0,0,0,"1"
"A","Yam",3,2.2,9.4,"1"
"C","Potato",0,13.6,13.6,"1"
"D","Carrot",0,14.6,18.2,"1"
"A","Potato",0,22.5,22.5,"1"
"B","Potato",0,70.2,70.2,"1"
"C","Onion",0,4.4,9,"1"
"B","Carrot",30,56.7,56.7,"1"
"C","Carrot",3,27,43.2,"1"
"C","Potato",0,0,0,"1"
"D","Carrot",1.8,0,30.6,"1"
"B","Potato",16.8,42.2,80,"1"
"C","Onion",8.8,11,29.7,"1"
"B","Onion",1.4,0,18.6,"1"
"D","Potato",3,32,33,"1"
"C","Potato",1,-2.6,23.5,"1"
"C","Carrot",6,23.9,17.9,"1"
"D","Yam",0,0,4,"1"
"C","Potato",51.6,27,59.4,"1"
"C","Onion",3,16.2,27.8,"1"
"B","Potato",0,9,14.4,"1"
"C","Yam",0,5.3,6.4,"1"
"A","Yam",3,6.1,6.4,"1"
"C","Tomato",44.1,35.5,76.2,"1"
"B","Tomato",12.4,79.5,81.5,"1"
"A","Carrot",3.6,16.2,19.8,"1"
"C","Carrot",182.4,206.4,110.4,"1"
"C","Yam",0,2,5,"1"
"C","Potato",2.4,0,30,"1"
"A","Potato",0,13.5,13.5,"1"
"C","Potato",0,17.1,17.9,"1"
"D","Tomato",0,46.2,49.4,"1"
"A","Potato",2,4.7,3.7,"1"
"B","Carrot",131.2,60.6,36.6,"1"
"A","Yam",9.6,12.6,9.6,"1"
"A","Potato",0,33,33,"1"
"C","Tomato",3.2,12.4,13,"1"
"D","Yam",0,0,0,"1"
"A","Carrot",34.8,-5.1,38.1,"1"
"D","Tomato",55.6,74.9,48.8,"1"
"D","Potato",55.2,-4.7,88.9,"1"
"C","Tomato",2.4,42.8,44.4,"1"
"C","Yam",1,2,5.4,"1"
"C","Tomato",1.5,26.6,26.6,"1"
"A","Tomato",92.4,87.7,96.5,"1"
"D","Potato",0,0,0,"1"
"D","Tomato",27.2,0,63.5,"1"
"A","Potato",0,81,88,"1"
"C","Yam",5.5,0,1,"1"
"D","Yam",20,12,19.2,"1"
"D","Potato",0,30.6,33.4,"1"
"D","Yam",6,6,4.8,"1"
"C","Carrot",6,-2,29.5,"1"
"D","Onion",57.4,49,36.4,"1"
"C","Onion",0,8.8,8.8,"1"
"D","Potato",0,-3.6,22.8,"1"
"D","Onion",29.4,0,18.2,"1"
"B","Tomato",3.8,72.2,72.2,"1"
"D","Potato",0,0,0,"1"
"C","Yam",5,0,4.4,"1"
"B","Potato",3,67.7,82.9,"1"
"D","Potato",50.4,75.9,81.9,"1"
"C","Yam",5.5,0,3.3,"1"
"C","Potato",0,37,40.5,"1"
"D","Onion",0.5,24.5,25.5,"1"
"C","Onion",4,6.4,8.4,"1"
"C","Tomato",3.4,-5.2,63.4,"1"
"C","Carrot",258,0,72.3,"1"
"B","Yam",2.2,5.3,8.1,"1"
"A","Tomato",0,6.5,9.5,"1"
"A","Yam",1,-3.54,9.46,"1"
"D","Carrot",0,0,92.8,"1"
"A","Yam",2.2,2.1,3.2,"1"
"D","Onion",1,0,31.4,"1"
"A","Potato",16.8,12.8,24,"1"
"B","Tomato",3.8,69.2,70.8,"1"
"A","Onion",3,-0.8,6.8,"1"
"C","Tomato",2,27.3,28,"1"
"B","Potato",0.9,11.7,40.8,"1"
"B","Tomato",61.7,70.4,104.1,"1"
"C","Tomato",2.4,42.8,44.4,"1"
"B","Yam",3,5.5,11.5,"1"
"A","Carrot",1,23.8,22.8,"1"
"C","Carrot",1.2,101.7,109.5,"1"
"C","Onion",29.6,21.6,16.6,"1"
"C","Tomato",8.3,35.5,49.5,"1"
"A","Yam",3,6.1,6.4,"1"
"D","Tomato",2.4,36.9,42.6,"1"
"A","Potato",0,10.8,10.8,"1"
"B","Carrot",1.2,48.5,47.3,"1"
"C","Yam",0,0.9,3.1,"1"
"C","Potato",1.5,-4.4,109.1,"1"
"C","Potato",22.4,104.8,99.2,"1"
"A","Carrot",0.8,32.4,54,"1"
"A","Yam",0,2,5,"1"
"C","Potato",0,100,120.2,"1"
"C","Onion",4,11.4,18.5,"1"
"D","Potato",86.8,149.7,102.2,"1"
"D","Yam",4.4,3.1,3.1,"1"
"C","Potato",74,54,91,"1"
"C","Yam",1.1,-0.9,1.1,"1"
"D","Carrot",0,0,92.8,"1"
"A","Carrot",0.9,79,79.9,"1"
"C","Onion",2,11.6,9.6,"1"
"D","Tomato",11.2,0,106.2,"1"
"C","Potato",0,-2.1,46.2,"1"
"D","Yam",10,13.1,8.1,"1"
"A","Onion",22,31.9,30.4,"1"
"D","Yam",2,6.2,7.2,"1"
"B","Yam",4.1,12.2,8.1,"1"
"D","Potato",0,50.4,50.4,"1"
"C","Potato",0,3.6,6,"1"
"B","Yam",3.3,0,8.5,"1"
"D","Yam",0,-1.1,0,"1"
"A","Potato",51.6,99,84.6,"1"
"D","Potato",0,169,182.4,"1"
"B","Yam",4.54,2.44,6.44,"1"
"C","Yam",0,-1,5.1,"1"
"D","Potato",196.8,375.6,178.8,"1"
"C","Potato",0.8,-1.2,120.2,"1"
"D","Carrot",6.256,12.8,13.072,"1"
"C","Tomato",24.6,84.3,70.5,"1"
"B","Onion",1.4,5.6,10.7,"1"
"A","Tomato",3.2,25.8,24.2,"1"
"A","Onion",0,1.6,2.6,"1"
"D","Potato",0,-1.6,106.8,"1"
"B","Tomato",1.4,108.4,112.2,"1"
"D","Potato",55,161,126,"1"
"C","Onion",2,11.6,9.6,"1"
"C","Potato",0,141.6,146.4,"1"
"B","Onion",0.8,5.4,13.4,"1"
"B","Potato",20,46,46,"1"
"C","Onion",0,3.3,18.6,"1"
"D","Onion",6,9.8,4.8,"1"
"A","Onion",6,12.8,9.8,"1"
"D","Onion",4,16.4,15.4,"1"
"C","Tomato",5,21.9,21.2,"1"
"C","Potato",1,80.2,81.8,"1"
"A","Onion",0,11.4,12.4,"1"
"D","Onion",47.6,35,39.2,"1"
"D","Potato",101,119.5,94.7,"1"
"B","Yam",11.4,22.2,13.2,"1"
"C","Yam",3.6,4.2,0.6,"1"
"C","Carrot",7.4,31.2,27.9,"1"
"A","Onion",3,7.2,11.6,"1"
"A","Potato",0,0,16,"1"
"D","Onion",5,10.8,9.8,"1"
"C","Carrot",4.1,28.9,29.044,"1"
"D","Carrot",21.6,18.9,44.1,"1"
"A","Onion",20.9,-1.1,5.3,"1"
"C","Yam",5.76,3.26,1.1,"1"
"B","Carrot",0,45.9,45.9,"1"
"B","Yam",5.5,9.4,7.2,"1"
"B","Tomato",363.8,630.2,282.4,"1"
"C","Yam",0,0,8,"1"
"C","Onion",29.5,44.2,27.2,"1"
"D","Potato",4,49.6,47.2,"1"
"B","Onion",2.4,8,8,"1"
"B","Onion",20.8,0,13.4,"1"
"C","Potato",2,50.9,50.9,"1"
"C","Tomato",0.8,-9.6,69,"1"
"D","Tomato",12.5,103.4,92.7,"1"
"B","Potato",0,28.8,28.8,"1"
"C","Onion",2.8,16.8,22.4,"1"
"C","Yam",1.4,3.1,3.4,"1"
"B","Tomato",2.4,91.1,118.4,"1"
"B","Carrot",5.4,5.4,3.6,"1"
"C","Tomato",0.9,34.8,36.3,"1"
"D","Yam",6.5,12.5,10.2,"1"
"D","Yam",1.1,0,2.2,"1"
"A","Onion",4.4,2,18.4,"1"
"C","Onion",5,24.3,27.3,"1"
"D","Yam",1,-2,0,"1"
"A","Onion",0,18.6,29,"1"
"C","Carrot",36.4,15,27.4,"1"
"D","Potato",9.6,25.2,15.6,"1"
"C","Onion",0,11.8,15.6,"1"
"A","Potato",2,4.7,3.7,"1"
"B","Yam",1.1,1.88,3.3,"1"
"C","Potato",1,80.2,81.8,"1"
"C","Potato",1.6,35.2,33.6,"1"
"A","Onion",9.9,12.1,28.5,"1"
"A","Potato",0,39.6,41.4,"1"
"A","Onion",1.6,18,16.4,"1"
"C","Onion",0,7.3,21.3,"1"
"A","Carrot",0,12.5,12.5,"1"
"C","Onion",3,4,7,"1"
"D","Potato",5.9,48.2,55.8,"1"
"C","Onion",0.8,14,19.2,"1"
"B","Carrot",0,43,43.5,"1"
"C","Tomato",35.3,94.4,80.2,"1"
"C","Onion",5,18.6,15.2,"1"
"C","Yam",0,0.9,3.1,"1"
"C","Carrot",1.2,22.8,23.2,"1"
"B","Potato",10.4,104,177,"1"
"A","Potato",41.4,-0.5,49,"1"
"D","Yam",11,5.2,7.2,"1"
"D","Yam",9.6,9,9.8,"1"
"D","Onion",3,12,17,"1"
"A","Carrot",19,-3,15,"1"
"D","Potato",51.6,51.6,50.4,"1"
"B","Carrot",0,43,43.5,"1"
"D","Onion",3,7.2,9.8,"1"
"C","Potato",4.6,203.7,199,"1"
"C","Potato",4.6,203.7,199,"1"
"A","Yam",0.7,4.34,5.74,"1"
"C","Potato",0,-1.6,26.4,"1"
"B","Tomato",27.3,36,37.1,"1"
"D","Tomato",8.6,30.1,33.7,"1"
"B","Potato",2,62.7,62.7,"1"
"D","Tomato",0,58.5,75.7,"1"
"C","Potato",93.2,74.4,53.3,"1"
"D","Carrot",26.7,85.6,80.5,"1"
"B","Tomato",2.4,91.1,118.4,"1"
"C","Onion",0,18.8,20.2,"1"
"D","Onion",0,15.2,22.2,"1"
"B","Potato",6.4,40.9,35.3,"1"
"A","Onion",0.5,8.9,28.8,"1"
"A","Potato",15.6,21.9,63,"1"
"A","Onion",1,16,15,"1"
"B","Tomato",40.5,119.2,80.5,"1"
"B","Tomato",85.5,134.2,131.3,"1"
"D","Carrot",18.9,19.8,2.7,"1"
"B","Potato",0,95.2,95.2,"1"
"B","Yam",0,7.8,7.8,"1"
"B","Onion",17.5,37.8,32.2,"1"
"B","Potato",0,106.4,127.6,"1"
"A","Carrot",0,5.1,7.8,"1"
"B","Tomato",85.5,134.2,131.3,"1"
"D","Carrot",27.6,42.6,16.8,"1"
"A","Onion",10.2,41.1,35.9,"1"
"B","Yam",0,15,22.3,"1"
"A","Onion",7,19.6,15.6,"1"
"A","Yam",8.8,0,3.3,"1"
"B","Tomato",16.9,36.4,46.5,"1"
"A","Onion",0,12.8,12.8,"1"
"B","Carrot",14.4,27,12.6,"1"
"C","Yam",4.9,4.26,2.16,"1"
"B","Tomato",1.8,90.8,90.8,"1"
"B","Yam",22.8,0,16.1,"1"
"A","Potato",7.2,176.4,169.2,"1"
"A","Carrot",9,27.1,22.8,"1"
"A","Yam",2,-0.34,1.64,"1"
"D","Potato",0,54,71,"1"
"C","Onion",0,4.1,18.6,"1"
"A","Onion",1.4,42,47.6,"1"
"B","Potato",0,92,94,"1"
"D","Carrot",8.1,35,47.6,"1"
"B","Onion",0.8,20,22,"1"
"A","Potato",0,10.4,10.4,"1"
"D","Potato",13.5,61.4,53,"1"
"B","Tomato",1.4,112.7,112.7,"1"
"D","Potato",2,1,0.5,"1"
"C","Yam",0,0.9,3.1,"1"
"D","Potato",39.3,215.5,178.2,"1"
"D","Onion",0,0,65.8,"1"
"A","Potato",0,43,43,"1"
"D","Potato",43,84.6,66.6,"1"
"D","Carrot",1,41.6,44.5,"1"
"D","Onion",1,11,10,"1"
"B","Yam",1.7,-2,5.4,"1"
"B","Onion",2.2,32.1,41,"1"
"C","Onion",0,4.4,9,"1"
"C","Yam",5.76,3.26,1.1,"1"
"C","Onion",0,22.8,26.8,"1"
"B","Tomato",1.8,24.1,102.9,"1"
"C","Yam",2.16,2.88,0.72,"1"
"D","Potato",0,0,0,"1"
"C","Potato",0,-2.1,46.2,"1"
"C","Yam",7.88,7.74,4.4,"1"
"D","Onion",0,14.4,14.4,"1"
"A","Tomato",308.6,114,81.6,"1"
"D","Yam",2,2,8.12,"1"
"D","Onion",0,9.9,10.4,"1"
"C","Yam",1.1,-0.9,1.1,"1"
"A","Onion",1.6,18,16.4,"1"
"C","Tomato",17.5,31.1,52.3,"1"
"B","Carrot",18,191.4,178.2,"1"
"B","Carrot",0,37.6,40.1,"1"
"D","Onion",11,0,26.2,"1"
"D","Potato",0,-1,152.8,"1"
"B","Potato",64.8,45.4,36.6,"1"
"C","Carrot",9,42.1,40.2,"1"
"B","Carrot",70.8,118.5,128.1,"1"
"C","Potato",102.5,193.6,94,"1"
"B","Tomato",2.8,105,104.9,"1"
"A","Tomato",276.2,144.4,83.2,"1"
"C","Yam",3,2.1,3.3,"1"
"C","Tomato",4,0.8,2.2,"1"
"C","Yam",2.16,2.88,0.72,"1"
"B","Yam",0,0,0,"1"
"B","Potato",0,92,94,"1"
"A","Carrot",7.2,8.1,17.1,"1"
"B","Carrot",2.544,35.1,39.372,"1"
"C","Onion",23,4.3,31.2,"1"
"C","Onion",0,18.8,20.2,"1"
"A","Onion",12.1,34,28.5,"1"
"C","Onion",3,4,7,"1"
"D","Potato",8,166,165.2,"1"
"D","Tomato",118,117,81.5,"1"
"B","Tomato",83,131.8,98.8,"1"
"A","Potato",0,38,39,"1"
"D","Onion",0.8,28.7,28.4,"1"
"A","Potato",32.4,32.4,48.9,"1"
"B","Potato",20,46,46,"1"
"B","Yam",7,-3.7,4.7,"1"
"C","Tomato",7.7,36.9,40.2,"1"
"B","Yam",4,6.8,7.8,"1"
"D","Carrot",81.6,112.1,109.9,"1"
"B","Yam",6.8,30.2,25.8,"1"
"A","Onion",3,3.1,13.6,"1"
"A","Yam",1.2,2.5,9,"1"
"D","Yam",16,0,6,"1"
"B","Carrot",18,191.4,178.2,"1"
"B","Yam",4.2,6.1,5.8,"1"
"C","Onion",3,11.6,8.6,"1"
"C","Tomato",84.1,126.4,93,"1"
"A","Yam",4,3,4.4,"1"
"A","Potato",0,0,0,"1"
"D","Potato",0,0,0,"1"
"C","Tomato",29.3,88.6,68.6,"1"
"C","Yam",1.1,-0.9,1.1,"1"
"D","Potato",55.2,-4.7,88.9,"1"
"B","Carrot",8.5,34.5,32.7,"1"
"C","Onion",0,21.8,29.8,"1"
"D","Onion",0,1.6,2.6,"1"
"B","Tomato",27.3,5.5,12.3,"1"
"D","Carrot",0,30,31.8,"1"
"D","Potato",0,3.6,27,"1"
"B","Carrot",30,27.6,66,"1"
"A","Carrot",0,47.1,54.3,"1"
"D","Onion",16.5,29,32.5,"1"
"C","Potato",32.4,32.4,47.7,"1"
"B","Yam",19,12.9,10.1,"1"
"B","Tomato",49.3,135.5,93.2,"1"
"C","Onion",4,22.8,19.6,"1"
"D","Carrot",1.2,6.7,6.7,"1"
"A","Onion",0,0,24.3,"1"
"B","Yam",4.2,3.3,4.9,"1"
"B","Carrot",13.5,23.4,11.7,"1"
"B","Onion",5,6.4,8.4,"1"
"D","Potato",0,135,136,"1"
"B","Potato",24.8,152.4,157.4,"1"
"C","Potato",0,13.5,13.5,"1"
"C","Tomato",1,51.5,53.3,"1"
"C","Onion",3.8,5,6.7,"1"
"A","Carrot",57.6,46.6,43.6,"1"
"C","Potato",0,64,113.6,"1"
"B","Yam",2.1,14.7,20.7,"1"
"D","Onion",29.4,0,18.2,"1"
"C","Yam",4.9,4.26,2.16,"1"
"B","Yam",0,6.6,6.6,"1"
"A","Carrot",74.4,41.7,32.1,"1"
"A","Onion",3,9.8,6.8,"1"
"B","Tomato",1.8,0,32.9,"1"
"B","Yam",7.68,1.92,3.56,"1"
"A","Potato",0,14.4,14.4,"1"
"C","Carrot",0,64.2,67.8,"1"
"D","Potato",1.5,2.1,4,"1"
"C","Onion",14.3,40.1,35.4,"1"
"B","Onion",0.8,8.8,9.8,"1"
"D","Onion",1,11,10,"1"
"A","Potato",12.8,-8,16.8,"1"
"C","Carrot",0,4,6,"1"
"C","Carrot",0,11.8,11.8,"1"
"C","Yam",2.82,0,2.1,"1"
"C","Onion",7,9.5,8.7,"1"
"D","Tomato",27.2,0,63.5,"1"
"C","Onion",15.4,5.6,32.9,"1"
"D","Carrot",4.416,37.5,54.944,"1"
"C","Onion",0,9,11,"1"
"A","Yam",3.3,3.2,7.6,"1"
"A","Onion",5.5,36.7,35.6,"1"
"D","Carrot",6.8,11.628,12.172,"1"
"B","Carrot",13.5,23.4,11.7,"1"
